"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type","percent"
"United States","United States","Female","United States","Oregon","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",198,"successful_grants_11_15_fundamental","0"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",199,"successful_grants_11_15_fundamental","80"
"Israel","United States","Male","United States","Israel","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",200,"successful_grants_11_15_fundamental","0"
"Netherlands","Netherlands","Female","Netherlands","Netherlands","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",201,"successful_grants_11_15_fundamental","10"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",202,"successful_grants_11_15_fundamental","50"
"Poland","Poland","Male","Poland","Poland","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",203,"successful_grants_11_15_fundamental","40"
"Poland","Poland","Male","Poland","Poland","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",204,"successful_grants_11_15_fundamental","80"
"Poland","Poland","Female","Poland","Poland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",206,"successful_grants_11_15_fundamental","20"
"Poland","Poland","Male","Poland","Poland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",207,"successful_grants_11_15_fundamental","10"
"Poland","Poland","Male","Poland","Poland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",208,"successful_grants_11_15_fundamental","50"
"Poland","Poland","Male","Poland","Poland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",209,"successful_grants_11_15_fundamental","0"
"Belgium","Poland","Male","Poland","Belgium","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",210,"successful_grants_11_15_fundamental","50"
"Serbia","Serbia","Female","Serbia","Serbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",212,"successful_grants_11_15_fundamental","30"
"France","France","Male","France","France","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",213,"successful_grants_11_15_fundamental","20"
"France","France","Male","France","France","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",214,"successful_grants_11_15_fundamental","30"
"France","France","Male","France","France","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",215,"successful_grants_11_15_fundamental","80"
"Poland","Poland","Male","Poland","Poland","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",216,"successful_grants_11_15_fundamental","50"
"Belgium","Belgium","Male","Belgium","Belgium","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",217,"successful_grants_11_15_fundamental","50"
"Mexico","France","Female","France","Mexico","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",218,"successful_grants_11_15_fundamental","100"
"France","France","Male","France","France","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",219,"successful_grants_11_15_fundamental","70"
"France","France","Male","France","France","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",220,"successful_grants_11_15_fundamental","0"
"France","United States","Male","United States","France","Senior academic researcher with >10 years of experience applying for research grants","Other",221,"successful_grants_11_15_fundamental","20"
