"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type.grant","number"
"United States","United States","Female","United States","Wisconsin","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities","161","external_pi_grant_11_15_fundamental","0"
"Portugal","Spain","Male","Spain","Portugal","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","162","external_pi_grant_11_15_fundamental","1-3"
"Belgium","Belgium","Male","Belgium","Belgium","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities","163","external_pi_grant_11_15_fundamental","1-3"
"United States","United States","Female","United States","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","164","external_pi_grant_11_15_fundamental","1-3"
"Netherlands","United States","Male","United States","Netherlands","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","165","external_pi_grant_11_15_fundamental","4-6"
"","United States","Female","United States","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","166","external_pi_grant_11_15_fundamental","1-3"
"Montenegro","Montenegro","Male","Montenegro","Montenegro","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science","167","external_pi_grant_11_15_fundamental","1-3"
"United States","United States","Male","United States","Nevada","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","168","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","169","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","170","external_pi_grant_11_15_fundamental","10-12"
"United States","United States","Male","United States","Illinois","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities","171","external_pi_grant_11_15_fundamental","0"
"United States","United States","Male","United States","New York","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","172","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","173","external_pi_grant_11_15_fundamental","1-3"
"China","China","Male","China","China","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","174","external_pi_grant_11_15_fundamental","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","175","external_pi_grant_11_15_fundamental","1-3"
"","United States","Male","United States","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","176","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Female","Australia","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities","177","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","178","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","179","external_pi_grant_11_15_fundamental","4-6"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","180","external_pi_grant_11_15_fundamental","1-3"
"Australia","Australia","Male","Australia","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science","181","external_pi_grant_11_15_fundamental","0"
"","Australia","Female","Australia","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","182","external_pi_grant_11_15_fundamental","7-9"
"United Kingdom","United Kingdom","Male","United Kingdom","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","183","external_pi_grant_11_15_fundamental","1-3"
"Singapore","Singapore","Male","Singapore","Singapore","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","184","external_pi_grant_11_15_fundamental","4-6"
"Italy","Germany","Female","Germany","Italy","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science","185","external_pi_grant_11_15_fundamental","1-3"
"Italy","Italy","Male","Italy","Italy","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","186","external_pi_grant_11_15_fundamental","4-6"
