"","Location","Country","gender","type_past","percent_past"
"482","Ontario","Canada","Male","percent_Applied_Research_past",30
"483","British Columbia","Canada","Male","percent_Applied_Research_past",20
"484","Newfoundland and Labrador","Canada","Male","percent_Applied_Research_past",40
"485","Quebec","Canada","Female","percent_Applied_Research_past",0
"486","British Columbia","Canada","Female","percent_Applied_Research_past",0
"487","Ontario","Canada","Female","percent_Applied_Research_past",0
"488","Ontario","Canada","Male","percent_Applied_Research_past",0
"489","British Columbia","Canada","Female","percent_Applied_Research_past",0
"490","Germany","Germany","Male","percent_Applied_Research_past",30
"491","Cameroon","Cameroon","Male","percent_Applied_Research_past",40
"492","","","Female","percent_Applied_Research_past",0
"493","Netherlands","Netherlands","Male","percent_Applied_Research_past",20
"494","Alberta","Canada","Male","percent_Applied_Research_past",40
"495","Ontario","Canada","Male","percent_Applied_Research_past",0
"496","Ontario","Canada","Male","percent_Applied_Research_past",20
"497","British Columbia","Canada","Male","percent_Applied_Research_past",0
"498","Alberta","Canada","Male","percent_Applied_Research_past",0
"499","Quebec","Canada","","percent_Applied_Research_past",60
"500","Chile","Chile","Male","percent_Applied_Research_past",10
"501","New Brunswick","Canada","Male","percent_Applied_Research_past",0
"502","Ontario","Canada","","percent_Applied_Research_past",20
"503","Ontario","Canada","Male","percent_Applied_Research_past",0
"504","","","Male","percent_Applied_Research_past",0
"505","France","France","Male","percent_Applied_Research_past",0
"506","Israel","Israel","Male","percent_Applied_Research_past",45.4545454545455
"507","Israel","Israel","Male","percent_Applied_Research_past",50
"508","Israel","Israel","Other","percent_Applied_Research_past",0
"509","","","Male","percent_Applied_Research_past",0
"510","Israel","Israel","Female","percent_Applied_Research_past",10
"511","Israel","Israel","Female","percent_Applied_Research_past",10
"512","Israel","Israel","Male","percent_Applied_Research_past",20
"513","Ontario","Canada","Female","percent_Applied_Research_past",10
"514","Nova Scotia","Canada","Male","percent_Applied_Research_past",10
"515","Israel","Israel","Male","percent_Applied_Research_past",0
"516","","","Female","percent_Applied_Research_past",70
"517","Israel","Israel","Male","percent_Applied_Research_past",30
"518","","","Male","percent_Applied_Research_past",0
"519","Ontario","Canada","Female","percent_Applied_Research_past",0
"520","Ontario","Canada","Male","percent_Applied_Research_past",0
"521","Nova Scotia","Canada","Male","percent_Applied_Research_past",0
"522","Nova Scotia","Canada","Male","percent_Applied_Research_past",30
"523","New Brunswick","Canada","Female","percent_Applied_Research_past",0
"524","Ontario","Canada","Male","percent_Applied_Research_past",30
"525","Ontario","Canada","Male","percent_Applied_Research_past",20
"526","Israel","Israel","Female","percent_Applied_Research_past",34.7826086956522
"527","Nova Scotia","Canada","Male","percent_Applied_Research_past",20
"528","Ontario","Canada","Female","percent_Applied_Research_past",0
"529","Ontario","Canada","Male","percent_Applied_Research_past",30
"530","Ontario","Canada","Other","percent_Applied_Research_past",50
"531","Ontario","Canada","Male","percent_Applied_Research_past",0
"532","British Columbia","Canada","Male","percent_Applied_Research_past",30
"533","Ontario","Canada","Female","percent_Applied_Research_past",0
"534","Ontario","Canada","Male","percent_Applied_Research_past",10
"535","","","Male","percent_Applied_Research_past",0
"536","Ontario","Canada","Female","percent_Applied_Research_past",0
"537","Manitoba","Canada","Male","percent_Applied_Research_past",0
"538","British Columbia","Canada","Male","percent_Applied_Research_past",0
"539","Alberta","Canada","Male","percent_Applied_Research_past",10
"540","Ontario","Canada","Female","percent_Applied_Research_past",10
"541","Ontario","Canada","Male","percent_Applied_Research_past",0
"542","Quebec","Canada","Female","percent_Applied_Research_past",0
"543","Ontario","Canada","Male","percent_Applied_Research_past",0
"544","Alberta","Canada","Male","percent_Applied_Research_past",10
"545","Quebec","Canada","Male","percent_Applied_Research_past",50
"546","","","Male","percent_Applied_Research_past",0
"547","British Columbia","Canada","Female","percent_Applied_Research_past",0
"548","","","Male","percent_Applied_Research_past",20
"549","Germany","Germany","Male","percent_Applied_Research_past",0
"550","Ontario","Canada","Male","percent_Applied_Research_past",0
"551","Ontario","Canada","Male","percent_Applied_Research_past",0
"552","Alberta","Canada","Male","percent_Applied_Research_past",0
"553","","","Male","percent_Applied_Research_past",10
"554","Quebec","Canada","Male","percent_Applied_Research_past",0
"555","Nova Scotia","Canada","Male","percent_Applied_Research_past",0
"556","Quebec","Canada","Female","percent_Applied_Research_past",50
"557","Newfoundland and Labrador","Canada","Male","percent_Applied_Research_past",0
"558","Ontario","Canada","Male","percent_Applied_Research_past",30
"559","Quebec","Canada","Male","percent_Applied_Research_past",0
"560","British Columbia","Canada","Male","percent_Applied_Research_past",0
"561","Nova Scotia","Canada","Male","percent_Applied_Research_past",0
"562","","","Male","percent_Applied_Research_past",0
"563","Nova Scotia","Canada","Male","percent_Applied_Research_past",10
"564","British Columbia","Canada","Male","percent_Applied_Research_past",30
"565","Newfoundland and Labrador","Canada","Female","percent_Applied_Research_past",0
"566","Ontario","Canada","Male","percent_Applied_Research_past",0
"567","Ontario","Canada","Female","percent_Applied_Research_past",10
"568","Ontario","Canada","Male","percent_Applied_Research_past",0
"569","Quebec","Canada","Male","percent_Applied_Research_past",0
"570","Ontario","Canada","Male","percent_Applied_Research_past",0
"571","Ontario","Canada","Female","percent_Applied_Research_past",0
"572","Ontario","Canada","Male","percent_Applied_Research_past",50
"573","British Columbia","Canada","Male","percent_Applied_Research_past",0
"574","Saskatchewan","Canada","Male","percent_Applied_Research_past",30
"575","Alberta","Canada","Male","percent_Applied_Research_past",0
"576","Manitoba","Canada","Female","percent_Applied_Research_past",50
"577","Nova Scotia","Canada","Male","percent_Applied_Research_past",50
"578","Ontario","Canada","Male","percent_Applied_Research_past",30
"579","British Columbia","Canada","Male","percent_Applied_Research_past",10
"580","Newfoundland and Labrador","Canada","Male","percent_Applied_Research_past",0
"581","","","Female","percent_Applied_Research_past",0
"582","Manitoba","Canada","Female","percent_Applied_Research_past",0
"583","Alberta","Canada","Male","percent_Applied_Research_past",10
"584","Ontario","Canada","Male","percent_Applied_Research_past",0
"585","British Columbia","Canada","Male","percent_Applied_Research_past",0
"586","British Columbia","Canada","Female","percent_Applied_Research_past",70
"587","Ontario","Canada","Male","percent_Applied_Research_past",20
"588","","","Male","percent_Applied_Research_past",20
"589","Washington","USA","Male","percent_Applied_Research_past",0
"590","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",10
"591","","","Female","percent_Applied_Research_past",0
"592","British Columbia","Canada","Female","percent_Applied_Research_past",50
"593","British Columbia","Canada","Male","percent_Applied_Research_past",10
"594","Ontario","Canada","Male","percent_Applied_Research_past",0
"595","","","","percent_Applied_Research_past",30
"596","British Columbia","Canada","Male","percent_Applied_Research_past",0
"597","Ontario","Canada","Male","percent_Applied_Research_past",30
"598","Michigan","USA","Male","percent_Applied_Research_past",20
"599","Nova Scotia","Canada","Female","percent_Applied_Research_past",20
"600","New Brunswick","Canada","Female","percent_Applied_Research_past",70
"601","British Columbia","Canada","Male","percent_Applied_Research_past",100
"602","Newfoundland and Labrador","Canada","Male","percent_Applied_Research_past",0
"603","","","Male","percent_Applied_Research_past",10
"604","Ontario","Canada","Male","percent_Applied_Research_past",70
"605","Ontario","Canada","Female","percent_Applied_Research_past",0
"606","British Columbia","Canada","Male","percent_Applied_Research_past",40
"607","Ontario","Canada","Female","percent_Applied_Research_past",0
"608","New Brunswick","Canada","Male","percent_Applied_Research_past",50
"609","Korea","Korea","Male","percent_Applied_Research_past",0
"610","Ontario","Canada","Male","percent_Applied_Research_past",0
"611","","","","percent_Applied_Research_past",0
"612","Ontario","Canada","Female","percent_Applied_Research_past",10
"613","Alberta","Canada","Female","percent_Applied_Research_past",30
"614","Switzerland","Switzerland","Male","percent_Applied_Research_past",10
"615","","","Male","percent_Applied_Research_past",0
"616","Israel","Israel","Male","percent_Applied_Research_past",0
"617","Germany","Germany","Male","percent_Applied_Research_past",0
"618","Denmark","Denmark","Male","percent_Applied_Research_past",0
"619","Newfoundland and Labrador","Canada","Male","percent_Applied_Research_past",10
"620","Netherlands","Netherlands","Male","percent_Applied_Research_past",0
"621","Israel","Israel","Male","percent_Applied_Research_past",0
"622","Ontario","Canada","Male","percent_Applied_Research_past",0
"623","","","Male","percent_Applied_Research_past",20
"624","Ontario","Canada","Male","percent_Applied_Research_past",10
"625","Nova Scotia","Canada","Male","percent_Applied_Research_past",0
"626","Quebec","Canada","Male","percent_Applied_Research_past",0
"627","British Columbia","Canada","Male","percent_Applied_Research_past",20
"628","Ontario","Canada","Male","percent_Applied_Research_past",0
"629","Maryland","USA","Female","percent_Applied_Research_past",0
"630","Newfoundland and Labrador","Canada","Male","percent_Applied_Research_past",0
"631","Nova Scotia","Canada","Female","percent_Applied_Research_past",20
"632","Nova Scotia","Canada","Male","percent_Applied_Research_past",0
"633","Ontario","Canada","Male","percent_Applied_Research_past",100
"634","","","Female","percent_Applied_Research_past",0
"635","Pennsylvania","USA","Male","percent_Applied_Research_past",0
"636","Texas","USA","Male","percent_Applied_Research_past",0
"637","Finland","Finland","Female","percent_Applied_Research_past",0
"638","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",20
"639","New Brunswick","Canada","Male","percent_Applied_Research_past",0
"640","Quebec","Canada","Female","percent_Applied_Research_past",10
"641","Ontario","Canada","Male","percent_Applied_Research_past",20
"642","Manitoba","Canada","Female","percent_Applied_Research_past",30
"643","Alberta","Canada","Male","percent_Applied_Research_past",0
"644","Ohio","USA","Male","percent_Applied_Research_past",20
"645","Yukon Territory","Canada","Male","percent_Applied_Research_past",0
"646","Nova Scotia","Canada","Female","percent_Applied_Research_past",0
"647","","","Male","percent_Applied_Research_past",50
"648","Belgium","Belgium","Male","percent_Applied_Research_past",0
"649","Ontario","Canada","Male","percent_Applied_Research_past",0
"650","United Kingdom","United Kingdom","Male","percent_Applied_Research_past",0
"651","Louisiana","USA","Male","percent_Applied_Research_past",0
"652","California","USA","Female","percent_Applied_Research_past",0
"653","California","USA","Female","percent_Applied_Research_past",70
"654","California","USA","Male","percent_Applied_Research_past",10
"655","Quebec","Canada","Female","percent_Applied_Research_past",0
"656","Greece","Greece","Male","percent_Applied_Research_past",30
"657","Alberta","Canada","Female","percent_Applied_Research_past",0
"658","New Brunswick","Canada","Male","percent_Applied_Research_past",10
"659","Ontario","Canada","Female","percent_Applied_Research_past",30
"660","","","Female","percent_Applied_Research_past",50
"661","Ontario","Canada","Male","percent_Applied_Research_past",10
"662","Ontario","Canada","Male","percent_Applied_Research_past",30
