"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"Italy","Italy","Male","Italy","Italy","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",159,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Female","United States","Arizona","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",160,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Female","United States","Wisconsin","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",161,"include_nonacademia_partners_success_11_15","Can't comment"
"Portugal","Spain","Male","Spain","Portugal","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",162,"include_nonacademia_partners_success_11_15","Somewhat important"
"Belgium","Belgium","Male","Belgium","Belgium","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",163,"include_nonacademia_partners_success_11_15","Not at all important"
"United States","United States","Female","United States","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",164,"include_nonacademia_partners_success_11_15","Quite important"
"Netherlands","United States","Male","United States","Netherlands","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",165,"include_nonacademia_partners_success_11_15","Not at all important"
"","United States","Female","United States","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",166,"include_nonacademia_partners_success_11_15","Not very important"
"Montenegro","Montenegro","Male","Montenegro","Montenegro","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",167,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Male","United States","Nevada","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",168,"include_nonacademia_partners_success_11_15","Can't comment"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",169,"include_nonacademia_partners_success_11_15","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",170,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Male","United States","Illinois","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",171,"include_nonacademia_partners_success_11_15","Can't comment"
"United States","United States","Male","United States","New York","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",172,"include_nonacademia_partners_success_11_15","Not at all important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",173,"include_nonacademia_partners_success_11_15","Not at all important"
"China","China","Male","China","China","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",174,"include_nonacademia_partners_success_11_15","Can't comment"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",175,"include_nonacademia_partners_success_11_15","Somewhat important"
