"Country","Country_work","nation","gender","Location","what_participant_group","field_research","id","year","level"
"Australia","Australia","Australia","Male","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",169,"practical_applications_important_11_15","Not at all important"
"Australia","Australia","Australia","Male","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",170,"practical_applications_important_11_15","Quite important"
"United States","United States","United States","Male","Illinois","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",171,"practical_applications_important_11_15","Can't comment"
"United States","United States","United States","Male","New York","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",172,"practical_applications_important_11_15","Somewhat important"
"Australia","Australia","Australia","Female","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",173,"practical_applications_important_11_15","Very important"
"China","China","China","Male","China","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",174,"practical_applications_important_11_15","Quite important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",175,"practical_applications_important_11_15","Quite important"
"","United States","United States","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",176,"practical_applications_important_11_15","Can't comment"
"Australia","Australia","Australia","Female","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",177,"practical_applications_important_11_15","Very important"
"Australia","Australia","Australia","Male","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",178,"practical_applications_important_11_15","Somewhat important"
"Australia","Australia","Australia","Male","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",179,"practical_applications_important_11_15","Somewhat important"
