Status,Location,what_participant_group,percent_fundemental_research_current,percent_Use_inspired_Research_current,percent_Applied_Research_current,changed_10yrs,percent_Fundamental_Research_past,percent_Use_inspired_Research_past,percent_Applied_Research_past,Main_reason_change_interest_related,Main_reason_change_Career_related,Main_reason_change_Funding_related,Main_reason_change_Socially_related,Main_reason_change_Other,Main_reason_change_Other_text,view_change_of_type,level_partnership_outside_academia,Level_partnership_outside_academia_change_10yrs,level_partnership_outside_academia_before_shift,Main_reason_level_partnership_change_Interest_related,Main_reason_level_partnership_change_Career_related,Main_reason_level_partnership_change_Socially_related,Main_reason_level_partnership_change_Funding_related,Main_reason_level_partnership_change_Other,Main_reason_level_partnership_change_Other_text,view_change_level_partnership_outside_academia,estimate_external_pi_grant_apps_2011_2015_Fundamental_Research,estimate_external_pi_grant_apps_2011_2015_Use-inspired_Research,estimate_external_pi_grant_apps_2011_2015_Applied_Research,estimate_external_pi_grant_apps_2006_2010_Fundamental_Research,estimate_external_pi_grant_apps_2006_2010_Use-inspired_Research,estimate_external_pi_grant_apps_2006_2010_Applied_Research,estimate_successful_grants_2011_2015_Fundamental_Research,estimate_successful_grants_2011_2015_Use-inspired_Research,estimate_successful_grants_2011_2015_Applied_Research,estimate_successful_grants_2006_2010_Fundamental_Research,estimate_successful_grants_2006_2010_Use-inspired_Research,estimate_successful_grants_2006_2010_Applied_Research,suggesting_practical_applications_important_to_grant_success_2011_2015,Main_reason_level_partnership_change_Other_text,based_your_grant_important_include_nonacademia_partners_success_2011_2015,based_your_grant_important_include_nonacademia_partners_success_2006_2010,estimate_distribution_funding_sources_2011_2015_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Government,based_your_grant_important_include_nonacademia_partners_success_2011_2015_For_profit_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Other,based_your_grant_important_include_nonacademia_partners_success_2011_2015_other_text,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Government,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Forprofit_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Other,based_your_grant_important_include_nonacademia_partners_success_2006_2010_other_text,general_grant_success_change_10yrs_Fundamental_Research,general_grant_success_change_10yrs_Use_inspired_Research,general_grant_success_change_10yrs_Applied_Research,opinion_fundamental_important,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_comments,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,next_generation_Comments,field_research,PhD_Year,Country_work,gender
Complete,Netherlands,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,100%,20%,Can't comment (new researcher),,,,,,,,,,,No partnership,No,,,,,,,,,9-Jul,3-Jan,3-Jan,3-Jan,3-Jan,3-Jan,60%,60%,60%,60%,60%,60%,Mandatory,Mandatory,Not at all important,Not at all important,10%,100%,0%,10%,0%,,10%,100%,New researcher (no funding in these years),0%,New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,,,1,1,,,Will stay the same,Will increase considerably,Will increase considerably,Will decrease slightly,,Medicine and Life Science,2006,Turkey,Male
Incomplete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Netherlands,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,Some partnership,Yes,No partnership,1,,,1,,,Slightly negative,12-Oct,3-Jan,0,3-Jan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Netherlands,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",40%,30%,30%,Yes,40%,40%,20%,,1,1,,,,Neutral,Some partnership,Yes,Strong partnership,,1,,1,,,Slightly negative,3-Jan,3-Jan,3-Jan,6-Apr,3-Jan,0,30%,0%,0%,30%,0%,0%,Somewhat important,Somewhat important,Somewhat important,Not very important,30%,30%,0%,30%,10%,Crowdfunding,50%,50%,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Stayed the same,Increased,,,,1,,"While I feel that funding for applied research has increased (both in rhetoric but also in key priority areas), I also feel that fundamental research has been slanted more strongly according to social and political values via hype and cultural trends.",Will decrease slightly,Will decrease slightly,Will stay the same,Will decrease slightly,,Interdisciplinary Science,2011,Australia,Male
Complete,United Kingdom,Senior academic researcher with >10 years of experience applying for research grants,50%,50%,50%,Yes,30%,30%,40%,1,1,1,,,,Very positive,No partnership,No,,,,,,,,,3-Jan,12-Oct,12-Oct,9-Jul,16+,16+,30%,30%,40%,40%,30%,20%,Very important,Very important,Somewhat important,Somewhat important,50%,50%,0%,0%,0%,,0%,100%,0%,0%,0%,,Decreased,Increased,Increased,,,1,1,,,Will stay the same,Will decrease considerably,Will decrease slightly,Will decrease considerably,,Interdisciplinary Science,2002,Taiwan,Male
Complete,California,Senior academic researcher with >10 years of experience applying for research grants,40%,40%,20%,Yes,80%,10%,10%,,,1,,,,Slightly positive,Strong partnership,Yes,Some partnership,,,,1,,,Slightly negative,16+,16+,9-Jul,16+,6-Apr,3-Jan,10%,20%,30%,10%,20%,10%,Mandatory,Somewhat important,Somewhat important,Not very important,10%,50%,20%,20%,,,10%,80%,10%,,,,Decreased considerably,Stayed the same,Increased,,,1,,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will stay the same,,"Physical Science (eg. math, physics, chemistry, computer science)",1997,United States,Male
Complete,Netherlands,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,40%,50%,Yes,50%,30%,20%,,,1,,,,Very positive,Some partnership,Yes,No partnership,,,,1,,,Very positive,12-Oct,6-Apr,3-Jan,3-Jan,0,3-Jan,20%,30%,50%,60%,20%,10%,Very important,Very important,Quite important,Quite important,40%,40%,10%,10%,,,70%,30%,0%,New researcher (no funding in these years),,,Decreased,Stayed the same,Increased,,,1,1,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease considerably,,Engineering,2013,Indonesia,Female
Incomplete,India,Senior academic researcher with >10 years of experience applying for research grants,20%,40%,60%,Yes,10%,50%,40%,1,1,1,1,,,Slightly positive,No partnership,No,,,,,,,,,0,3-Jan,3-Jan,0,3-Jan,3-Jan,No need for applications for this research type,30%,30%,No need for applications for this research type,60%,60%,Somewhat important,Quite important,Not at all important,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,10%,40%,50%,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,0,0,6-Apr,0,0,0,No need for applications for this research type,No need for applications for this research type,20%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Quite important,Can't comment,40%,40%,0%,0%,20%,Personnal funding ,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,,,1,1,,,Will increase slightly,Will increase considerably,Will increase slightly,Will increase considerably,,Engineering,I did not complete a PhD,Morocco,Female
Complete,Netherlands,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,0,0,3-Jan,0,0,50%,No need for applications for this research type,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Somewhat important,Not at all important,0%,100%,0%,0%,0%,,0%,100%,0%,0%,0%,,Decreased considerably,Increased,Increased considerably,,,,1,,Funding was explicitly moved from universities to the applied sector and thematically tied to economic and societal valorisation. ,Will decrease slightly,Can't comment,Will increase slightly,Will stay the same,,Social Science / Humanities,2009,Netherlands,Male
Complete,France,Senior academic researcher with >10 years of experience applying for research grants,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,0,12-Oct,0,0,30%,No need for applications for this research type,No need for applications for this research type,0%,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Not very important,Not very important,20%,80%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased considerably,Can't comment,Can't comment,,,1,1,,,Will decrease considerably,Will decrease slightly,Will decrease slightly,Will decrease slightly,,"Physical Science (eg. math, physics, chemistry, computer science)",2002,South Africa,Male
Incomplete,Netherlands,Senior academic researcher with >10 years of experience applying for research grants,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,New Zealand,Senior academic researcher with >10 years of experience applying for research grants,70%,10%,20%,Yes,80%,20%,0%,,,,,1,Serendipitous opportunity  - I was talking to someone over a glass of wine who had a commercial problem I thought I could solve.,Very positive,Some partnership,Yes,No partnership,,,,,1,An opportunity,Very positive,9-Jul,3-Jan,3-Jan,9-Jul,3-Jan,,30%,100%,,30%,100%,No need for applications for this research type,Can't comment,Can't comment,Can't comment,Can't comment,10%,90%,0%,0%,0%,,10%,80%,0%,0%,10%,Military,Decreased,Stayed the same,Stayed the same,,,1,1,,,Will increase slightly,Will increase slightly,Will increase slightly,Will stay the same,One has to be an optimist...,"Physical Science (eg. math, physics, chemistry, computer science)",1994,New Zealand,Male
Incomplete,Netherlands,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,20%,40%,40%,Can't comment (new researcher),,,,,,,,,,,Some partnership,Can't comment (new researcher),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,Quebec,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,30%,10%,Yes,80%,20%,0%,,,1,,,,Slightly negative,Some partnership,Yes,No partnership,,,,1,,,Slightly negative,3-Jan,9-Jul,3-Jan,6-Apr,3-Jan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,0,3-Jan,0,0,100%,No need for applications for this research type,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,Not at all important,Not at all important,Not at all important,Not at all important,0%,100%,0%,0%,0%,,0%,100%,0%,0%,0%,,Decreased considerably,Stayed the same,Increased considerably,,,,1,,,Will decrease considerably,Will increase slightly,Will increase considerably,Will decrease slightly,,Natural Science,2008,India,Female
Incomplete,Quebec,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,80%,,20%,Yes,100%,0%,0%,,,1,,,,Slightly positive,Some partnership,No,,,,,,,,,6-Apr,,3-Jan,3-Jan,0,0,80%,No need for applications for this research type,80%,80%,No need for applications for this research type,No need for applications for this research type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,France,Senior academic researcher with >10 years of experience applying for research grants,50%,50%,0%,Yes,100%,0%,0%,,,1,,,,Slightly negative,Some partnership,Yes,No partnership,,,,1,,,Slightly negative,9-Jul,3-Jan,0,3-Jan,0,0,0%,100%,No need for applications for this research type,30%,No need for applications for this research type,No need for applications for this research type,Mandatory,Not at all important,Mandatory,Not very important,0%,100%,0%,0%,0%,,0%,100%,0%,0%,0%,,Decreased considerably,Increased considerably,Increased considerably,,,1,1,,,Will decrease considerably,Will increase considerably,Will increase considerably,Will decrease considerably,,Interdisciplinary Science,1984,France,Female
Complete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,0%,90%,10%,Yes,0%,90%,10%,1,,,1,,,Very positive,Some partnership,Yes,Some partnership,1,,1,1,,,Very positive,3-Jan,3-Jan,3-Jan,3-Jan,0,0,0%,10%,90%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Can't comment,Can't comment,40%,40%,,20%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,,,,,,,Can't comment,Can't comment,Can't comment,Will stay the same,,Engineering,2010,Bangladesh,Female
Complete,Switzerland,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,0,0,0,0,0,30%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Can't comment,Not at all important,Not at all important,0%,100%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Can't comment,Can't comment,,,1,,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,,Social Science / Humanities,,Switzerland,Male
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Poland,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,0,,,3-Jan,,,0%,,,50%,,,Somewhat important,Somewhat important,Quite important,Quite important,,,,,,,60%,40%,,,,,Decreased,Increased,Increased,,,,1,,,Will decrease considerably,Will increase slightly,Will increase considerably,Will increase slightly,,Social Science / Humanities,2006,Poland,Female
Complete,Turkey,Senior academic researcher with >10 years of experience applying for research grants,10%,70%,100%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,0,3-Jan,3-Jan,0,0,0,0%,10%,10%,0%,0%,0%,Somewhat important,Somewhat important,Not very important,Not very important,60%,30%,10%,0%,0%,,40%,20%,10%,10%,20%,,Stayed the same,Stayed the same,Increased,,,,1,,,Will decrease slightly,Will stay the same,Will increase considerably,Will stay the same,,Social Science / Humanities,,Turkey,Female
Complete,Spain,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,0%,0%,100%,Can't comment (new researcher),,,,,,,,,,,Some partnership,Can't comment (new researcher),,,,,,,,,0,0,3-Jan,0,0,0,No need for applications for this research type,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Can't comment,Can't comment,70%,20%,10%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,,,,,1,,Will decrease considerably,Will decrease considerably,Will decrease considerably,Will increase considerably,These are just a guess from me.,Social Science / Humanities,2014,South Africa,Male
Complete,,Senior academic researcher with >10 years of experience applying for research grants,40%,40%,20%,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,3-Jan,0,6-Apr,3-Jan,0,10%,10%,No need for applications for this research type,10%,10%,No need for applications for this research type,Quite important,Somewhat important,Quite important,Quite important,20%,,,80%,,,30%,,,70%,,,Decreased,Decreased,Increased considerably,,1,,,1,,Will increase slightly,Will increase slightly,Will stay the same,Will increase slightly,,Medicine and Life Science,2009,Ghana,Male
Complete,Norway,Senior academic researcher with >10 years of experience applying for research grants,70%,20%,10%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,13-15,6-Apr,3-Jan,6-Apr,0,3-Jan,80%,80%,100%,90%,100%,100%,Quite important,Somewhat important,Quite important,Somewhat important,10%,70%,10%,10%,,,10%,80%,10%,,,,Stayed the same,Increased,Increased,,,1,,,For EU funding more applied work at higher technology readiness levels has become increasingly important.,Will stay the same,Will increase slightly,Will increase slightly,Will stay the same,,"Physical Science (eg. math, physics, chemistry, computer science)",2003,Germany,Male
Incomplete,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,South Africa,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,80%,20%,0%,Yes,100%,0%,0%,1,,,1,,,Slightly positive,Some partnership,Yes,No partnership,1,,,,,,Very positive,9-Jul,3-Jan,0,3-Jan,0,0,50%,0%,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,Quite important,Somewhat important,Somewhat important,Not very important,30%,70%,0%,0%,0%,,50%,0%,0%,50%,0%,,Decreased considerably,Increased,Increased considerably,,,1,1,,,Will decrease considerably,Will increase slightly,Will increase considerably,Will increase slightly,,Natural Science,2007,South Africa,Female
Complete,Portugal,Senior academic researcher with >10 years of experience applying for research grants,60%,40%,0%,Yes,80%,20%,0%,,,,1,,,Slightly positive,Some partnership,No,,,,,,,,,9-Jul,6-Apr,3-Jan,12-Oct,6-Apr,3-Jan,80%,60%,40%,80%,60%,40%,Very important,Very important,Somewhat important,Somewhat important,0%,90%,0%,10%,,,New researcher (no funding in these years),90%,New researcher (no funding in these years),0%,New researcher (no funding in these years),,Decreased considerably,Decreased considerably,Decreased,,,1,1,,,Will stay the same,Will increase slightly,Will increase slightly,Will increase slightly,,"Physical Science (eg. math, physics, chemistry, computer science)",1997,Portugal,Male
Complete,Malaysia,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,20%,60%,20%,Yes,30%,60%,0%,,,1,,,,Slightly negative,Some partnership,No,,,,,,,,,3-Jan,9-Jul,3-Jan,3-Jan,9-Jul,3-Jan,30%,60%,10%,10%,60%,30%,Very important,Mandatory,Somewhat important,Quite important,70%,20%,,10%,,,50%,40%,10%,,,,Decreased,Decreased,Increased,,,,,1,,Will decrease slightly,Will decrease slightly,Will increase considerably,Will decrease slightly,,Medicine and Life Science,2006,Malaysia,Female
