"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"British Columbia","Canada",452,"Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_fundemental_research_current",70
"Quebec","Canada",454,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",50
"Quebec","Canada",455,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",80
"Quebec","Canada",458,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",60
"Quebec","Canada",459,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",90
"Nova Scotia","Canada",460,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",100
"Ontario","Canada",462,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_fundemental_research_current",10
"British Columbia","Canada",464,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_fundemental_research_current",20
"Saskatchewan","Canada",465,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_fundemental_research_current",70
"Ontario","Canada",468,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",70
"Alberta","Canada",469,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",30
"Quebec","Canada",473,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_fundemental_research_current",60
"British Columbia","Canada",475,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",60
"Ontario","Canada",476,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",90,"percent_fundemental_research_current",30
"Alberta","Canada",477,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",40
"Newfoundland and Labrador","Canada",478,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",80
"British Columbia","Canada",480,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",110,"percent_fundemental_research_current",18.1818181818182
"France","Canada",481,"France","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",70
"British Columbia","Canada",485,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",30
"Ontario","Canada",488,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",90
