Use?,Location,nation,Country,gender,field_research,Country_work,PhD_Year,what_participant_group,id,class,percent_sum_current,percent_sum_previous,percent_applied_research_current,percent_applied_research_past,percent_fundamental_research_current,percent_fundamental_research_past,percent_use_inspired_research_current,percent_use_inspired_research_past,changed_10yrs,main_reason_change_interest_related,main_reason_change_career_related,main_reason_change_funding_related,main_reason_change_socially_related,main_reason_change_other,main_reason_replied,Main_reason_change_Other_text,view_change_of_type,partnership_outside_current,partnership_outside_before,partnership_change_10yrs,reason_partnership_change_interest,reason_partnership_change_career,reason_partnership_change_socially,reason_partnership_change_funding,reason_partnership_change_other,reason_partnership_change_other_text,view_change_partnership,external_pi_grant_11_15_applied,external_pi_grant_11_15_fundamental,external_pi_grant_11_15_use,external_pi_grant_6_10_applied,external_pi_grant_6_10_fundamental,external_pi_grant_6_10_use,successful_grants_11_15_fundamental,successful_grants_11_15_use,successful_grants_11_15_applied,successful_grants_6_10_fundamental,successful_grants_6_10_use,successful_grants_6_10_applied,practical_applications_important_11_15,practical_applications_important_6_10,include_nonacademia_partners_success_11_15,include_nonacademia_partners_success_6_10,distribution_funding_11_15_sum,distribution_funding_11_15_for_profit,distribution_funding_11_15_government,distribution_funding_11_15_internal,distribution_funding_11_15_nongov,distribution_funding_11_15_other,distribution_funding_6_10_sum,distribution_funding_6_10_for_profit,distribution_funding_6_10_government,distribution_funding_6_10_internal,distribution_funding_6_10_nongov,distribution_funding_6_10_other,distribution_funding_11_15_other_text,distribution_funding_6_10_other_text,success_change_10yrs_fundamental,success_change_10yrs_use,success_change_10yrs_applied,opinion_fundamental_important,high_priority_sum,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_replied,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,high_priority_comments,next_generation_comments,final_comments,OCED_category
1,Switzerland,Switzerland,Switzerland,Male,Social Science / Humanities,Switzerland,0,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,37,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,0,0,30,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Can't comment,Not at all important,Not at all important,100,0,100,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Can't comment,0,1,NA,1,NA,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Poland,Poland,Poland,Female,Social Science / Humanities,Poland,2006,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,38,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,0,0,43525,0,0,0,0,50,0,0,Somewhat important,Somewhat important,Quite important,Quite important,0,NA,NA,NA,NA,NA,100,0,40,60,0,0,0,0,Decreased,Increased,Increased,0,1,NA,NA,1,NA,1,Will decrease considerably,Will increase slightly,Will increase considerably,Will increase slightly,0,0,0,High Income
1,Turkey,Turkey,Turkey,Female,Social Science / Humanities,Turkey,0,Senior academic researcher with >10 years of experience applying for research grants,39,developing,180,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,43525,0,0,0,0,10,10,0,0,0,Somewhat important,Somewhat important,Not very important,Not very important,100,10,30,60,0,0,100,10,20,40,10,20,0,0,Stayed the same,Stayed the same,Increased,0,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will increase considerably,Will stay the same,0,0,0,Higher Middle Income
1,Spain,South Africa,Spain,Male,Social Science / Humanities,South Africa,2014,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,40,developing,100,NA,100,NA,0,NA,0,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,100,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Can't comment,Can't comment,100,10,20,70,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,0,1,NA,NA,NA,1,1,Will decrease considerably,Will decrease considerably,Will decrease considerably,Will increase considerably,0,These are just a guess from me.,0,Higher Middle Income
1,0,Ghana,0,Male,Medicine and Life Science,Ghana,2009,Senior academic researcher with >10 years of experience applying for research grants,41,developing,100,NA,20,NA,40,NA,40,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,43525,0,43620,43525,10,10,No need for applications for this research type,10,10,No need for applications for this research type,Quite important,Somewhat important,Quite important,Quite important,100,0,0,20,80,0,100,0,0,30,70,0,0,0,Decreased,Decreased,Increased considerably,0,2,1,NA,NA,1,1,Will increase slightly,Will increase slightly,Will stay the same,Will increase slightly,0,0,0,Lower Middle Income
1,Norway,Germany,Norway,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Germany,2003,Senior academic researcher with >10 years of experience applying for research grants,42,developed,100,NA,10,NA,70,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,13-15,43620,43525,43620,0,80,80,100,90,100,100,Quite important,Somewhat important,Quite important,Somewhat important,100,10,70,10,10,0,100,10,80,10,0,0,0,0,Stayed the same,Increased,Increased,0,1,NA,1,NA,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will stay the same,For EU funding more applied work at higher technology readiness levels has become increasingly important.,0,0,High Income
1,South Africa,South Africa,South Africa,Female,Natural Science,South Africa,2007,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,43,developing,100,100,0,0,80,100,20,0,Yes,1,NA,NA,1,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,NA,NA,NA,NA,0,Very positive,0,43715,43525,0,43525,0,50,0,No need for applications for this research type,100,No need for applications for this research type,No need for applications for this research type,Quite important,Somewhat important,Somewhat important,Not very important,100,0,70,30,0,0,100,0,0,50,50,0,0,0,Decreased considerably,Increased,Increased considerably,0,2,NA,1,1,NA,1,Will decrease considerably,Will increase slightly,Will increase considerably,Will increase slightly,0,0,We suffer from a focus on student bursaries without project running costs support and a lack of support for mid career scientists. It is also difficult to justify staying for a PhD when student can earn significant money outside academia with a Masters. I'm not sure types of funds will influence growth in research as much as the lack of clear and successful job opportunities in academia.,Higher Middle Income
1,Portugal,Portugal,Portugal,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Portugal,1997,Senior academic researcher with >10 years of experience applying for research grants,44,developed,100,100,0,0,60,80,40,20,Yes,NA,NA,NA,1,NA,1,0,Slightly positive,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43715,43620,43525,43809,43620,80,60,40,80,60,40,Very important,Very important,Somewhat important,Somewhat important,100,0,90,0,10,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased considerably,Decreased,0,2,NA,1,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will increase slightly,0,0,0,High Income
1,Malaysia,Malaysia,Malaysia,Female,Medicine and Life Science,Malaysia,2006,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,45,developing,100,90,20,NA,20,NA,60,NA,Yes,NA,NA,1,NA,NA,1,0,Slightly negative,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43525,43715,43525,43525,43715,30,60,10,10,60,30,Very important,Mandatory,Somewhat important,Quite important,100,0,20,70,10,0,100,10,40,50,0,0,0,0,Decreased,Decreased,Increased,0,1,NA,NA,NA,1,1,Will decrease slightly,Will decrease slightly,Will increase considerably,Will decrease slightly,0,0,0,Higher Middle Income
1,Illinois,United States,United States,Male,Engineering,United States,2010,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,46,developed,100,NA,50,NA,20,NA,30,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,16+,16+,16+,0,0,0,0,10,10,0,0,0,Very important,0,Somewhat important,0,100,10,40,50,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,0,0,NA,NA,NA,NA,0,Will stay the same,Will stay the same,Will stay the same,0,0,0,0,High Income
1,0,Australia,0,Female,Social Science / Humanities,Australia,2011,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,47,developed,90,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,43525,43525,0,0,No need for applications for this research type,70,70,No need for applications for this research type,No need for applications for this research type,50,Very important,Very important,Quite important,Quite important,100,0,40,30,30,0,100,0,0,0,100,0,0,0,Can't comment,Can't comment,Can't comment,0,0,NA,NA,NA,NA,0,Can't comment,Can't comment,Can't comment,0,0,Not sure how it will develop,0,High Income
1,Netherlands,Netherlands,Netherlands,Male,Medicine and Life Science,Netherlands,2004,Non-academic researcher conducting or managing research in industry or government with >10 years of experience,48,developed,90.90909091,100,NA,72.72727273,NA,9.090909091,NA,18.18181818,Yes,1,1,NA,NA,NA,1,0,Neutral,Strong partnership,Some partnership,Yes,1,NA,NA,1,NA,0,Very positive,0,0,0,43525,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,30,Can't comment,Can't comment,Quite important,Can't comment,100,0,50,0,50,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased,Stayed the same,0,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Netherlands,Netherlands,Netherlands,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Netherlands,2003,Senior academic researcher with >10 years of experience applying for research grants,49,developed,100,100,30,20,30,40,40,40,Yes,1,NA,NA,1,NA,1,0,Slightly positive,Strong partnership,Strong partnership,Yes,1,NA,1,1,NA,0,Very positive,43620,43525,43620,43525,43525,43525,40,80,100,30,50,50,Quite important,Quite important,Quite important,Somewhat important,100,0,40,40,20,0,100,30,40,30,0,0,0,0,Decreased considerably,Decreased,Stayed the same,0,2,NA,1,1,NA,1,Will increase slightly,Will stay the same,Will stay the same,Will stay the same,Netherlands: topsector policy.,0,"Younger generations (presently in post-phd to  mid career transition ) have other moral/feelings to aquiring funding than both older (parting) and younger (current MSc, PhD trainee) generations. - At least I feel so - recommendation: try to split 'medior/senior' respondees in more than two groups please in your analysis ",High Income
1,Italy,Italy,Italy,Male,Social Science / Humanities,Italy,2013,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",50,developed,100,NA,0,NA,90,NA,10,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,43525,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Somewhat important,Can't comment,100,0,0,0,0,100,0,NA,NA,NA,NA,NA,ERC,0,Decreased considerably,Increased,Increased considerably,0,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Italy,Italy,Italy,Male,Social Science / Humanities,Italy,2002,Senior academic researcher with >10 years of experience applying for research grants,51,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,0,0,43525,0,20,0,0,50,0,0,Somewhat important,Not at all important,Quite important,Not at all important,100,0,10,90,0,0,100,0,90,10,0,0,0,0,Decreased considerably,Stayed the same,Increased,0,1,NA,NA,NA,1,1,Will decrease considerably,Will stay the same,Will stay the same,Will decrease considerably,0,0,0,High Income
1,Italy,Italy,Italy,Male,Natural Science,Italy,1993,Senior academic researcher with >10 years of experience applying for research grants,52,developed,100,100,0,0,90,100,10,0,Yes,NA,NA,1,NA,NA,1,0,Slightly positive,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43525,0,0,10,No need for applications for this research type,10,0,0,Very important,Quite important,Mandatory,Quite important,100,0,90,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Stayed the same,Increased considerably,0,1,NA,NA,1,NA,1,Will decrease considerably,Will stay the same,Will increase slightly,Will decrease considerably,0,0,0,High Income
1,Italy,Italy,Italy,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Italy,I did not complete a PhD,Senior academic researcher with >10 years of experience applying for research grants,53,developed,100,NA,80,NA,0,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,1,NA,NA,1,NA,0,Slightly positive,0,0,43620,0,0,43525,0,20,0,0,0,0,Mandatory,Somewhat important,Quite important,Not very important,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Regional,0,Decreased considerably,Decreased,Decreased,0,1,NA,NA,1,NA,1,Will stay the same,Will stay the same,Will stay the same,Will decrease considerably,0,0,0,High Income
1,Italy,Italy,Italy,Female,Medicine and Life Science,Italy,I did not complete a PhD,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",54,developed,100,NA,50,NA,10,NA,40,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,30,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Not at all important,Can't comment,100,40,10,50,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased,Increased,0,1,NA,NA,NA,1,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will decrease considerably,0,0,0,High Income
1,United Kingdom,United Kingdom,United Kingdom,Female,"Physical Science (eg. math, physics, chemistry, computer science)",United Kingdom,1999,Senior academic researcher with >10 years of experience applying for research grants,55,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43715,0,0,43620,0,50,No need for applications for this research type,No need for applications for this research type,50,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Not very important,Not very important,100,0,80,10,10,0,100,0,100,0,0,0,0,0,Decreased considerably,Can't comment,Increased,0,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,"In the UK there has been a net movement of funding away from fundamental research. I am fortunate in that my own grant success rate has not yet changed, although the amounts of money available to me have decreased. ",0,"I was based in Holland until 2012, and in the UK from 2012 onwards. ",High Income
1,Italy,Italy,Italy,Male,Social Science / Humanities,Italy,2006,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,56,developed,100,NA,40,NA,0,NA,60,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43715,0,43525,43715,0,43525,No need for applications for this research type,50,80,No need for applications for this research type,50,80,Quite important,Quite important,Not very important,Not very important,100,80,10,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Stayed the same,Stayed the same,0,1,NA,NA,NA,1,1,Will decrease considerably,Will decrease considerably,Will decrease considerably,Will decrease considerably,0,0,0,High Income
1,Italy,Italy,Italy,Male,Social Science / Humanities,Italy,0,Senior academic researcher with >10 years of experience applying for research grants,57,developed,100,NA,10,NA,80,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43620,43525,0,43525,0,10,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Quite important,Somewhat important,Quite important,Somewhat important,100,0,40,60,0,0,100,0,0,100,0,0,0,0,Decreased considerably,Decreased considerably,Decreased considerably,0,0,NA,NA,NA,NA,0,Will decrease considerably,Will decrease slightly,Will decrease slightly,Will decrease considerably,0,0,Italy is destroying the research system and increasing the relevant territorial and socio-economic imbalances,High Income
